Time	Water Out [C]	Water In  [C]	Ambient [C]	Water Top (T16) [C]	T15 [C]	T14 [C]	T13 [C]	T12 [C]	T11 [C]	T10 [C]	T9 [C]	T8 [C]	T7 [C]	T6 [C]	T5 [C]	T4 [C]	T3 [C]	T2 [C]	Water Bottom (T1) [C]	Flue Top (F1) [C]	F2 [C]	F3 [C]	Flue Bottom (F4) [C]	Gas Flow Freqency	Water Flow Frequency	42i-NO (ppb)	42i-NO2 (ppb)	42i-NOx (ppb)	Horiba-NO (ppm)	Horiba-CO (ppm)	Horiba-CO2 (%)	Horiba-O2 (%)	Gas Flow (V)
5:20:35 PM	28.152	27.371	24.021	-56112.928	-56112.928	-56129.773	-56129.773	-56129.773	-56112.928	-56112.928	-56129.773	-56129.773	-56129.773	-56114.054	-56114.054	-56114.054	-56114.054	-56114.054	-56114.054	1377.188	1377.188	37.704	37.173	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:36 PM	28.105	27.358	24.025	-56115.441	-56115.441	-56132.257	-56132.257	-56132.257	-56115.441	-56115.441	-56132.257	-56132.257	-56132.257	-56116.615	-56116.615	-56116.615	-56116.615	-56116.615	-56116.615	1377.188	1377.188	37.683	37.158	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:37 PM	28.113	27.357	24.043	-56115.598	-56115.598	-56132.436	-56132.436	-56132.436	-56115.598	-56115.598	-56132.436	-56132.436	-56132.436	-56116.745	-56116.745	-56116.745	-56116.745	-56116.745	-56116.745	1377.187	1377.187	37.659	37.147	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.179
5:20:38 PM	28.112	27.380	24.035	-56115.652	-56115.652	-56132.484	-56132.484	-56132.484	-56115.652	-56115.652	-56132.484	-56132.484	-56132.484	-56116.818	-56116.818	-56116.818	-56116.818	-56116.818	-56116.818	1377.185	1377.185	37.642	37.132	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.179
5:20:39 PM	28.076	27.381	24.033	-56111.799	-56111.799	-56128.662	-56128.662	-56128.662	-56111.799	-56111.799	-56128.662	-56128.662	-56128.662	-56112.994	-56112.994	-56112.994	-56112.994	-56112.994	-56112.994	1377.184	1377.184	37.628	37.116	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:40 PM	28.012	27.393	24.047	-56115.453	-56115.453	-56132.298	-56132.298	-56132.298	-56115.453	-56115.453	-56132.298	-56132.298	-56132.298	-56116.645	-56116.645	-56116.645	-56116.645	-56116.645	-56116.645	1377.193	1377.193	37.624	37.117	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:41 PM	27.951	27.401	24.048	-56114.292	-56114.292	-56131.108	-56131.108	-56131.108	-56114.292	-56114.292	-56131.108	-56131.108	-56131.108	-56115.463	-56115.463	-56115.463	-56115.463	-56115.463	-56115.463	1377.187	1377.187	37.596	37.096	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:42 PM	27.941	27.405	24.070	-56114.115	-56114.115	-56130.966	-56130.966	-56130.966	-56114.115	-56114.115	-56130.966	-56130.966	-56130.966	-56115.297	-56115.297	-56115.297	-56115.297	-56115.297	-56115.297	1377.195	1377.195	37.585	37.092	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:43 PM	27.904	27.353	24.037	-56116.352	-56116.352	-56133.169	-56133.169	-56133.169	-56116.352	-56116.352	-56133.169	-56133.169	-56133.169	-56117.555	-56117.555	-56117.555	-56117.555	-56117.555	-56117.555	1377.181	1377.181	37.555	37.066	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:44 PM	27.904	27.284	24.058	-56115.449	-56115.449	-56132.305	-56132.305	-56132.305	-56115.449	-56115.449	-56132.305	-56132.305	-56132.305	-56116.657	-56116.657	-56116.657	-56116.657	-56116.657	-56116.657	1377.189	1377.189	37.543	37.056	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
